SPECIMEN;SERVPOL;SAISIE;masse_coca;masse_hero;masse_divers;Type;EMBALLAGE;masse_ech;masse_specimen;DESCRIPTION;PURETE;STUP;COUPAGE;CLASSE;1.4_dmt;acide.4-aminobenzoique;acide.abietique;acide.acetylsalicylique;acide.ascorbique;acide.citrique;acide.isopimarique;acide.palmitique;acide.salicylique;acide.stearique;acides.gras;benzocaine;bicarbonate.sodium;butylbromure.scopolamine;cafeine;chlorprothixene;creatine;creatinine;dextromethorphane;diazepam;diethylphtalate;diltiazem;escitalopram;fluoxetine;fructose;glucose;glutamine;glycerol;griseofulvine;hydroxyzine;ibuprofen;inositol;ketamine;lactose;levamisol;lidocaine;mannitol;melatonine;methandrostenolone;metoprolol;nicotinamide;paracetamol;phenacetine;phenobarbital;piracetam;procaine;sorbitol;sucres;sucrose;tetracaine;tramadol;vanilline
125_03.13_4_;02;125_03.13;NA;261.4;NA;heroine;minigrip;0.77;4.38;poudre_brune_;5;heroine;paracetamol cafeine;H02000345000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
125_03.13_5_;02;125_03.13;NA;261.4;NA;heroine;minigrip;0.72;4.25;poudre_brune_;5;heroine;paracetamol cafeine;H02000345000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
125_03.13_6_;02;125_03.13;NA;261.4;NA;heroine;minigrip;0.78;4.41;poudre_brune__;5.1;heroine;paracetamol cafeine;H02000345000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
126_03.13_1_;02;126_03.13;NA;2555.07;NA;heroine;sachet_cellophane;5.01;246.29;poudre_brune;56.2;heroine;paracetamol cafeine;H02000355000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
126_03.13_2_;02;126_03.13;NA;2555.07;NA;heroine;sachet_congelation;5.02;245.28;poudre_brune;57.5;heroine;paracetamol cafeine;H02000355000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
126_03.13_3_;02;126_03.13;NA;2555.07;NA;heroine;sac_plastique;5.01;2063.5;poudre_brune;NA;aucun;paracetamol cafeine ;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
127_03.13_1_;02;127_03.13;1493.01;NA;NA;cocaine;semelle;5.03;402.68;poudre__blanche;67.4;cocaine;phenacetine levamisol;C01001517000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
127_03.13_10_;02;127_03.13;1493.01;NA;NA;cocaine;doigt;0.72;8.17;poudre__blanche;77.3;cocaine;levamisol;C01001519000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127_03.13_11_;02;127_03.13;1493.01;NA;NA;cocaine;sachet_cellophane;0.76;89.41;poudre__blanche;18.9;cocaine;phenacetine acide.citrique lidocaine glucose lactose;C01001520000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
127_03.13_2_;02;127_03.13;1493.01;NA;NA;cocaine;semelle;5.04;403.29;poudre__blanche;67.2;cocaine;phenacetine levamisol;C01001517000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
127_03.13_3_;02;127_03.13;1493.01;NA;NA;cocaine;doigt;NA;9.56;poudre__brune;65.9;cocaine;phenacetine;C01000959000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
127_03.13_4_;02;127_03.13;1493.01;NA;NA;cocaine;doigt;0.78;9.92;poudre__brune;65.9;cocaine;phenacetine;C01000959000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
127_03.13_5_;02;127_03.13;1493.01;NA;NA;cocaine;doigt;0.73;10.21;poudre__brune;66.8;cocaine;phenacetine;C01000959000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
127_03.13_6_;02;127_03.13;1493.01;NA;NA;cocaine;doigt;0.72;8.67;poudre__blanche;76.7;cocaine;levamisol;C01001518000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127_03.13_7_;02;127_03.13;1493.01;NA;NA;cocaine;doigt;0.73;9.69;poudre__blanche;75.9;cocaine;levamisol;C01001519000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127_03.13_8_;02;127_03.13;1493.01;NA;NA;cocaine;doigt;0.74;9.76;poudre__blanche;73.8;cocaine;levamisol;C01001519000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127_03.13_9_;02;127_03.13;1493.01;NA;NA;cocaine;doigt;0.73;9.77;poudre__blanche;74.9;cocaine;levamisol;C01001519000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128_03.13_1_;02;128_03.13;NA;94.41;NA;heroine;minigrip;0.71;2.59;poudre_brune;7.9;heroine;paracetamol cafeine;H02000315000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
128_03.13_2_;02;128_03.13;NA;94.41;NA;heroine;minigrip;0.76;4.41;poudre_brune;9;heroine;paracetamol cafeine;H02000315000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
128_03.13_3_;02;128_03.13;NA;94.41;NA;heroine;minigrip;0.76;4.46;poudre_brune;6.7;heroine;paracetamol cafeine;H02000319000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
128_03.13_4_;02;128_03.13;NA;94.41;NA;heroine;minigrip;0.72;4.64;poudre_brune;10.3;heroine;paracetamol cafeine;H02000364000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
128_03.13_5_;02;128_03.13;NA;94.41;NA;heroine;minigrip;0.74;4.37;poudre_brune;10.6;heroine;paracetamol cafeine;H02000364000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
128_03.13_6_;02;128_03.13;NA;94.41;NA;heroine;minigrip;0.79;4.65;poudre_brune;10.3;heroine;paracetamol cafeine;H02000364000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
128_03.13_7_;02;128_03.13;NA;94.41;NA;heroine;minigrip;0.77;4.54;poudre_brune;10.9;heroine;paracetamol cafeine;H02000364000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
128_03.13_8_;02;128_03.13;NA;94.41;NA;heroine;sachet_plastique;0.79;10.41;poudre_blanche;23.9;cocaine;phenacetine lidocaine cafeine glucose mannitol procaine inositol hydroxyzine;C01001223000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
129_03.13_1_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.72;4.45;poudre_brune;9.8;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_10_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.77;4.29;poudre_brune;10.1;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_11_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.75;4.32;poudre_brune;9.8;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_12_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.78;4.5;poudre_brune;9.9;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_13_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.72;4.39;poudre_brune;10.1;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_14_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.76;4.54;poudre_brune;9.6;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_15_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.72;4.09;poudre_brune;10.2;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_16_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.77;4.61;poudre_brune;10;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_17_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.74;4.34;poudre_brune;9.7;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_18_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.72;4.45;poudre_brune;10;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_19_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.72;4.49;poudre_brune;10.2;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_2_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.72;4.32;poudre_brune;9.9;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_20_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.72;4.44;poudre_brune;4.8;heroine;paracetamol cafeine griseofulvine;H02000365000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_21_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.73;2.9;poudre_brune;19;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_22_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.72;4.51;poudre_brune;9.6;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_23_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.73;3.64;poudre_brune;10.4;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_24_;02;129_03.13;NA;899.52;NA;heroine;poudre;0.26;0.26;poudre_brune;10.4;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_3_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.73;4.1;poudre_brune;9.8;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_4_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.74;4.24;poudre_brune;9.8;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_5_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.75;4.02;poudre_brune;9.9;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_6_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.74;4.44;poudre_brune;9.7;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_7_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.76;4.26;poudre_brune;9.9;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_8_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.77;4.25;poudre_brune;9.7;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129_03.13_9_;02;129_03.13;NA;899.52;NA;heroine;minigrip;0.75;3.83;poudre_brune;9.7;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
130_03.13_1_1;01;130_03.13;NA;26.42;NA;heroine;minigrip;4.5;4.5;1ere_minigrip_parmi_les_3_echantillonnes_par_l'id;13.4;heroine;paracetamol cafeine;H02000366000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
130_03.13_1_2;01;130_03.13;NA;26.42;NA;heroine;minigrip;4.49;4.49;2eme_minigrip_parmi_les_3_echantillonnes_par_l'id;13.2;heroine;paracetamol cafeine;H02000366000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
130_03.13_1_3;01;130_03.13;NA;26.42;NA;heroine;minigrip;4.46;4.46;3eme_minigrip_parmi_les_3_echantillonnes_par_l'id;12.4;heroine;paracetamol cafeine;H02000366000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
130_03.13_2_;01;130_03.13;NA;26.42;NA;heroine;minigrip;4.35;4.35;poudre_brune;9.7;heroine;paracetamol cafeine;H02000367000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
130_03.13_3_1;01;130_03.13;NA;26.42;NA;heroine;minigrip;4.27;4.27;1ere_minigrip_parmi_les_2_echantillonnes_par_l'id;10.3;heroine;paracetamol cafeine;H02000367000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
130_03.13_3_2;01;130_03.13;NA;26.42;NA;heroine;minigrip;4.35;4.35;2eme_minigrip_parmi_les_2_echantillonnes_par_l'id;10.5;heroine;paracetamol cafeine;H02000367000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
131_03.13_1_1;01;131_03.13;NA;136.4;NA;heroine;minigrip;4.4;4.46;1ere_minigrip_echantillonne_par_l'id__parmi_les_11_susmentionnes;14.3;heroine;paracetamol cafeine;H02000354000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
131_03.13_1_2;01;131_03.13;NA;136.4;NA;heroine;minigrip;4.4;4.39;2eme_minigrip_echantillonne_par_l'id__parmi_les_11_susmentionnes;9.4;heroine;paracetamol cafeine;H02000354000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
131_03.13_1_3;01;131_03.13;NA;136.4;NA;heroine;minigrip;4.4;4.45;3eme_minigrip_echantillonne_par_l'id__parmi_les_11_susmentionnes;9.7;heroine;paracetamol cafeine;H02000354000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
131_03.13_1_4;01;131_03.13;NA;136.4;NA;heroine;minigrip;4.4;4.46;4eme_minigrip_echantillonne_par_l'id__parmi_les_11_susmentionnes;14.9;heroine;paracetamol cafeine;H02000354000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
131_03.13_2_1;01;131_03.13;NA;136.4;NA;heroine;minigrip;4.4;4.44;1ere_minigrip_echantillonne_par_l'id__parmi_les_10_susmentionnes;15.1;heroine;paracetamol cafeine;H02000354000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
131_03.13_2_2;01;131_03.13;NA;136.4;NA;heroine;minigrip;4.4;4.47;2eme_minigrip_echantillonne_par_l'id__parmi_les_10_susmentionnes;15.1;heroine;paracetamol cafeine;H02000354000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
131_03.13_2_3;01;131_03.13;NA;136.4;NA;heroine;minigrip;4.3;4.33;3eme_minigrip_echantillonne_par_l'id__parmi_les_10_susmentionnes;15;heroine;paracetamol cafeine;H02000354000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
131_03.13_2_4;01;131_03.13;NA;136.4;NA;heroine;minigrip;4.4;4.41;4eme_minigrip_echantillonne_par_l'id__parmi_les_10_susmentionnes;15.4;heroine;paracetamol cafeine;H02000354000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
131_03.13_3_1;01;131_03.13;NA;136.4;NA;heroine;minigrip;4.5;4.49;1ere_minigrip_echantillonne_par_l'id__parmi_les_10_susmentionnes;14;heroine;paracetamol cafeine;H02000354000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
131_03.13_3_2;01;131_03.13;NA;136.4;NA;heroine;minigrip;4.3;4.31;2eme_minigrip_echantillonne_par_l'id__parmi_les_10_susmentionnes;14.8;heroine;paracetamol cafeine;H02000354000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
131_03.13_3_3;01;131_03.13;NA;136.4;NA;heroine;minigrip;4.4;4.4;3eme_minigrip_echantillonne_par_l'id__parmi_les_10_susmentionnes;15.3;heroine;paracetamol cafeine;H02000354000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
131_03.13_3_4;01;131_03.13;NA;136.4;NA;heroine;minigrip;4.4;4.45;4eme_minigrip_echantillonne_par_l'id__parmi_les_10_susmentionnes;14.9;heroine;paracetamol cafeine;H02000354000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
132_03.13_1_;01;132_03.13;NA;18.1;NA;heroine;sachet_minigrip;4.5;5;poudre_brune;10;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
132_03.13_2_;01;132_03.13;NA;18.1;NA;heroine;sachet_minigrip;4.5;5.1;poudre_brune;9.2;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
132_03.13_3_;01;132_03.13;NA;18.1;NA;heroine;sachet_minigrip;4.5;5;poudre_brune;8.8;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
132_03.13_4_;01;132_03.13;NA;18.1;NA;heroine;sachet_minigrip;4.6;5.1;poudre_brune;9;heroine;paracetamol cafeine griseofulvine;H02000342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
